year,race_name,session_name,session_kind,team,driver_code,driver_median_s,n_construct_laps,field_median_s,n_field_drivers,n_field_teams,observed_driver_to_field_s,team_median_s,team_strength_same_session,team_strength_race_event,team_strength_race_season_mean,team_strength_race_trailing_mean,driver_rating_mu_s,team_target_s,is_normal_weekend,practice_signal_balanced,practice_signal_long_run,practice_signal_short_run,n_sessions_balanced,n_sessions_long_run,n_sessions_short_run
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,AlphaTauri,GAS,85.862,3,84.92150000000001,12,6,-0.9404999999999859,85.85749999999999,0.0,0.4444444444444444,0.4081547619047619,,-0.08121862419797127,-0.8592813758020146,True,0.0,0.35377777777777775,0.0,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,AlphaTauri,TSU,85.853,3,84.92150000000001,12,6,-0.9314999999999856,85.85749999999999,0.0,0.4444444444444444,0.4081547619047619,,-0.01826717338177214,-0.9132328266182135,True,0.0,0.35377777777777775,0.0,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Aston Martin,STR,85.8685,4,84.92150000000001,12,6,-0.9469999999999885,85.73025,0.19999999999999996,0.6666666666666667,0.387531328320802,,-0.11131040426236238,-0.8356895957376261,True,0.40800000000000003,0.3857777777777778,0.5573333333333335,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Aston Martin,VET,85.592,4,84.92150000000001,12,6,-0.6704999999999899,85.73025,0.19999999999999996,0.6666666666666667,0.387531328320802,,-0.12531111888416818,-0.5451888811158216,True,0.40800000000000003,0.3857777777777778,0.5573333333333335,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Ferrari,LEC,84.43,4,84.92150000000001,12,6,0.49150000000000205,84.41550000000001,0.8,0.7777777777777778,0.8744164332399627,,0.4980360426406395,-0.006536042640637452,True,0.6968888888888889,0.7048888888888889,0.5617777777777778,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Ferrari,SAI,84.40100000000001,4,84.92150000000001,12,6,0.5204999999999984,84.41550000000001,0.8,0.7777777777777778,0.8744164332399627,,0.42089768077579187,0.09960231922420654,True,0.6968888888888889,0.7048888888888889,0.5617777777777778,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,McLaren,NOR,84.903,3,84.92150000000001,12,6,0.01850000000000307,84.9855,0.4,0.5555555555555556,0.3907218442932729,,0.12450891586109554,-0.10600891586109247,True,0.33777777777777784,0.5013333333333334,0.5031111111111112,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,McLaren,RIC,85.068,3,84.92150000000001,12,6,-0.14649999999998897,84.9855,0.4,0.5555555555555556,0.3907218442932729,,-0.1338069192715026,-0.012693080728486378,True,0.33777777777777784,0.5013333333333334,0.5031111111111112,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Mercedes,HAM,84.774,5,84.92150000000001,12,6,0.14750000000000796,84.857,0.6,0.8888888888888888,0.8018379281537176,,0.3949955738094543,-0.24749557380944637,True,0.48266666666666663,0.8346666666666668,0.4222222222222222,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Mercedes,RUS,84.94,5,84.92150000000001,12,6,-0.01849999999998886,84.857,0.6,0.8888888888888888,0.8018379281537176,,0.45271685282537005,-0.4712168528253589,True,0.48266666666666663,0.8346666666666668,0.4222222222222222,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Red Bull Racing,PER,84.3675,4,84.92150000000001,12,6,0.554000000000002,84.33625,1.0,1.0,0.9149007936507937,,0.050894241176247655,0.5031057588237544,True,0.8791111111111111,0.8604444444444445,0.8791111111111111,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Qualifying,qualifying,Red Bull Racing,VER,84.305,4,84.92150000000001,12,6,0.616500000000002,84.33625,1.0,1.0,0.9149007936507937,,0.44653785362151754,0.1699621463784845,True,0.8791111111111111,0.8604444444444445,0.8791111111111111,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Alfa Romeo,BOT,92.6525,30,91.496,20,10,-1.1565000000000083,92.15950000000001,0.11111111111111116,0.11111111111111116,0.2804811507936508,,0.10127365318653098,-1.2577736531865393,True,0.6906666666666668,0.3528888888888889,0.5013333333333334,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Alfa Romeo,ZHO,91.6665,30,91.496,20,10,-0.1705000000000041,92.15950000000001,0.11111111111111116,0.11111111111111116,0.2804811507936508,,-0.10127365318653098,-0.06922634681347312,True,0.6906666666666668,0.3528888888888889,0.5013333333333334,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,AlphaTauri,GAS,92.17349999999999,28,91.496,20,10,-0.6774999999999949,91.68724999999999,0.4444444444444444,0.4444444444444444,0.4081547619047619,,0.03412313799982952,-0.7116231379998244,True,0.0,0.35377777777777775,0.0,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,AlphaTauri,TSU,91.201,28,91.496,20,10,0.2950000000000017,91.68724999999999,0.4444444444444444,0.4444444444444444,0.4081547619047619,,-0.008871756926109803,0.3038717569261115,True,0.0,0.35377777777777775,0.0,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Alpine,ALO,91.836,17,91.496,20,10,-0.3400000000000034,91.799,0.33333333333333337,0.33333333333333337,0.513154761904762,,0.016901313346079846,-0.35690131334608327,True,0.7777777777777779,0.7031111111111111,0.7777777777777779,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Alpine,OCO,91.762,17,91.496,20,10,-0.26600000000000534,91.799,0.33333333333333337,0.33333333333333337,0.513154761904762,,-0.12843307985374308,-0.13756692014626226,True,0.7777777777777779,0.7031111111111111,0.7777777777777779,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Aston Martin,STR,91.167,31,91.496,20,10,0.3289999999999935,91.303,0.6666666666666667,0.6666666666666667,0.387531328320802,,-0.2745680106068059,0.6035680106067994,True,0.40800000000000003,0.3857777777777778,0.5573333333333335,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Aston Martin,VET,91.439,31,91.496,20,10,0.05700000000000216,91.303,0.6666666666666667,0.6666666666666667,0.387531328320802,,-0.23363630178821726,0.2906363017882194,True,0.40800000000000003,0.3857777777777778,0.5573333333333335,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Ferrari,LEC,90.415,32,91.496,20,10,1.0809999999999889,90.50874999999999,0.7777777777777778,0.7777777777777778,0.8744164332399627,,0.1958228383996559,0.885177161600333,True,0.6968888888888889,0.7048888888888889,0.5617777777777778,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Ferrari,SAI,90.60249999999999,32,91.496,20,10,0.8935000000000031,90.50874999999999,0.7777777777777778,0.7777777777777778,0.8744164332399627,,0.13770117581501623,0.7557988241849869,True,0.6968888888888889,0.7048888888888889,0.5617777777777778,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Haas F1 Team,MAG,92.52199999999999,30,91.496,20,10,-1.0259999999999962,92.25925,0.0,0.0,0.23926237161531283,,-0.3934127617582333,-0.632587238241763,True,0.42844444444444446,0.0,0.40800000000000003,3.0,3.0,3.0
2022,Abu Dhabi Grand Prix,Race,race,Haas F1 Team,MSC,91.9965,30,91.496,20,10,-0.5005000000000024,92.25925,0.0,0.0,0.23926237161531283,,-0.26790288101912896,-0.23259711898087343,True,0.42844444444444446,0.0,0.40800000000000003,3.0,3.0,3.0
